S. No.,University Name,College Name,College Type,State Name,District Name,,,,,
1303,"Anna University, Chennai (Id: U-0439)",Paavaai Group of Institutions (Id: C-36955),Affiliated College,Tamil Nadu,Namakkal,,,,,
1304,"Anna University, Chennai (Id: U-0439)",Paavai College of Engineering (Id: C-37017),Affiliated College,Tamil Nadu,Namakkal,,,,,
1305,"Anna University, Chennai (Id: U-0439)",Paavai Engineering College (Id: C-37000),Affiliated College,Tamil Nadu,Namakkal,,,,,
1306,"Anna University, Chennai (Id: U-0439)",P.A.College of Engineering and Technology (Id: C-37041),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1307,"Anna University, Chennai (Id: U-0439)",Pallavan College of Engineering (Id: C-16498),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1308,"Anna University, Chennai (Id: U-0439)",Pandiyan Saraswathi Yadav Engineering College, Arasanoor," Sivagangai (Id: C-26775)""",Affiliated College,Tamil Nadu,Sivaganga,,,
1309,"Anna University, Chennai (Id: U-0439)",Panimalar Engineering College (Id: C-16620),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1310,"Anna University, Chennai (Id: U-0439)",Panimalar Institute of Technology (Id: C-16484),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1311,"Anna University, Chennai (Id: U-0439)",Pannai College of Engineering and Technology, Manamadurai," Sivagangai Dist (Id: C-26798)""",Affiliated College,Tamil Nadu,Sivaganga,,,
1312,"Anna University, Chennai (Id: U-0439)",Pannaikkadu Veerammal Paramasivam College of Engineering and Technology for Women," Dindigul (Id: C-26799)""",Affiliated College,Tamil Nadu,Dindigul,,,,
1313,"Anna University, Chennai (Id: U-0439)",Parisutham Institute of Technology and Science (Id: C-25003),Affiliated College,Tamil Nadu,Thanjavur,,,,,
1314,"Anna University, Chennai (Id: U-0439)",Park College of Engineering and Technology (Id: C-37015),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1315,"Anna University, Chennai (Id: U-0439)",Park College of Technology (Id: C-37049),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1316,"Anna University, Chennai (Id: U-0439)",Pavai College of Technology (Id: C-36967),Affiliated College,Tamil Nadu,Namakkal,,,,,
1317,"Anna University, Chennai (Id: U-0439)",Pavendar Bharathidasan College of Engineering and Technology (Id: C-25058),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,,
1318,"Anna University, Chennai (Id: U-0439)",Pavendar Bharathidasan Institute of Information Technology (Id: C-25019),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,,
1319,"Anna University, Chennai (Id: U-0439)",P.B. College of Engineering (Id: C-16546),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1320,"Anna University, Chennai (Id: U-0439)",PERI Institute of Technology (Id: C-16482),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1321,"Anna University, Chennai (Id: U-0439)",PET Engineering College (Id: C-27037),Affiliated College,Tamil Nadu,Tirunelveli,,,,,
1322,"Anna University, Chennai (Id: U-0439)",PGP college of Engineering and Technology (Id: C-36928),Affiliated College,Tamil Nadu,Namakkal,,,,,
1323,"Anna University, Chennai (Id: U-0439)",P M R Engineering College (Id: C-16557),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1324,"Anna University, Chennai (Id: U-0439)",Podhigai College of Engineering and Technology (Id: C-16462),Affiliated College,Tamil Nadu,Vellore,,,,,
1325,"Anna University, Chennai (Id: U-0439)",POLLACHI INSTITUTE OF ENGINEERING AND TECHNOLOGY (Id: C-48259),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1326,"Anna University, Chennai (Id: U-0439)",Ponjesly College of Engineering (Id: C-27043),Affiliated College,Tamil Nadu,Kanniyakumari,,,,,
1327,"Anna University, Chennai (Id: U-0439)",Ponnaiyah Ramajayam College of Engineering and Technology (Id: C-24985),Affiliated College,Tamil Nadu,Thanjavur,,,,,
1328,"Anna University, Chennai (Id: U-0439)",PPG Business School (Id: C-37014),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1329,"Anna University, Chennai (Id: U-0439)",PPG Institute of Technology (Id: C-37043),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1330,"Anna University, Chennai (Id: U-0439)",Prahar School of Architecture (Id: C-37072),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1331,"Anna University, Chennai (Id: U-0439)",Prathyusha Institute of Technology and Management (Id: C-16485),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1332,"Anna University, Chennai (Id: U-0439)",P.R. Engineering College (Id: C-24996),Affiliated College,Tamil Nadu,Thanjavur,,,,,
1333,"Anna University, Chennai (Id: U-0439)",Prime College of Architecture and Planning (New) (Id: C-25001),Affiliated College,Tamil Nadu,Nagapattinam,,,,,
1334,"Anna University, Chennai (Id: U-0439)",Prince Dr. K. Vasudevan College of Engineering & Technology (Id: C-16608),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1335,"Anna University, Chennai (Id: U-0439)",Prince Shri Venkateshwara Padmavathy Engineering College (Id: C-16609),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1336,"Anna University, Chennai (Id: U-0439)",Priyadarshini Engineering College (Id: C-16515),Affiliated College,Tamil Nadu,Vellore,,,,,
1337,"Anna University, Chennai (Id: U-0439)",Professional Group of Institutions (Id: C-36940),Affiliated College,Tamil Nadu,Tiruppur,,,,,
1338,"Anna University, Chennai (Id: U-0439)",PSG College of Technology (Id: C-37013),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1339,"Anna University, Chennai (Id: U-0439)",P.S.N.A. College of Engineering and Technology," Dindigul (Id: C-26783)""",Affiliated College,Tamil Nadu,Dindigul,,,,
1340,"Anna University, Chennai (Id: U-0439)",PSN College of Engineering and Technology (Id: C-27041),Affiliated College,Tamil Nadu,Tirunelveli,,,,,
1341,"Anna University, Chennai (Id: U-0439)",PSN Engineering College (Id: C-27070),Affiliated College,Tamil Nadu,Tirunelveli,,,,,
1342,"Anna University, Chennai (Id: U-0439)",PSN Institute of Technology and Science (Id: C-27079),Affiliated College,Tamil Nadu,Tirunelveli,,,,,
1343,"Anna University, Chennai (Id: U-0439)",P.S.R.Engineering College (Id: C-27082),Affiliated College,Tamil Nadu,Virudhunagar,,,,,
1344,"Anna University, Chennai (Id: U-0439)",P.S.R.Rengasamy College of Engineering for Women (Id: C-27067),Affiliated College,Tamil Nadu,Virudhunagar,,,,,
1345,"Anna University, Chennai (Id: U-0439)",P.S.V.College of Engineering and Technology (Id: C-37061),Affiliated College,Tamil Nadu,Krishnagiri,,,,,
1346,"Anna University, Chennai (Id: U-0439)",P.T. Lee Chengalvaraya Naicker College of Engineering and Technology (Id: C-16627),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1347,"Anna University, Chennai (Id: U-0439)",PTR College of Engineering," Madurai (Id: C-26810)""",Affiliated College,Tamil Nadu,Madurai,,,,
1348,"Anna University, Chennai (Id: U-0439)",Raja College of Engineering," Madurai (Id: C-26814)""",Affiliated College,Tamil Nadu,Madurai,,,,
1349,"Anna University, Chennai (Id: U-0439)",Raja International Institute of Technology for Women (Id: C-27031),Affiliated College,Tamil Nadu,Kanniyakumari,,,,,
1350,"Anna University, Chennai (Id: U-0439)",Rajalakshmi Engineering College (Id: C-16626),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1351,"Anna University, Chennai (Id: U-0439)",Rajalakshmi Institute of Technology (Id: C-16532),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1352,"Anna University, Chennai (Id: U-0439)",Rajiv Gandhi College of Engineering (Id: C-16540),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1353,"Anna University, Chennai (Id: U-0439)",Ranganathan Architecture College (Id: C-37093),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1354,"Anna University, Chennai (Id: U-0439)",Ranganathan Engineering College (Id: C-36972),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1355,"Anna University, Chennai (Id: U-0439)",Ranippettai Engineering College (Id: C-16613),Affiliated College,Tamil Nadu,Vellore,,,,,
1356,"Anna University, Chennai (Id: U-0439)",RATHINAM TECHNICAL CAMPUS," COIMBATORE (Id: C-45287)""",Affiliated College,Tamil Nadu,Coimbatore,,,,
1357,"Anna University, Chennai (Id: U-0439)",RENGNAYAHI VARATHARAJ COLLEGE OF ENGINEERING TECHNOLOGY," VIRUDHUNAGAR (Id: C-45259)""",Affiliated College,Tamil Nadu,Virudhunagar,,,,
1358,"Anna University, Chennai (Id: U-0439)",RKKR School Of Management Studies (Id: C-37083),Affiliated College,Tamil Nadu,Salem,,,,,
1359,"Anna University, Chennai (Id: U-0439)",R.M.D Engineering College (Id: C-16527),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1360,"Anna University, Chennai (Id: U-0439)",R M K College of Engineering and Technology (Id: C-16497),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1361,"Anna University, Chennai (Id: U-0439)",R.M.K Engineering College (Id: C-16614),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1362,"Anna University, Chennai (Id: U-0439)",Roever College of Engineering and Technology (Id: C-25009),Affiliated College,Tamil Nadu,Perambalur,,,,,
1363,"Anna University, Chennai (Id: U-0439)",Roever Engineering College (Id: C-25010),Affiliated College,Tamil Nadu,Perambalur,,,,,
1364,"Anna University, Chennai (Id: U-0439)",Roever Institute of Management (Id: C-25052),Affiliated College,Tamil Nadu,Perambalur,,,,,
1365,"Anna University, Chennai (Id: U-0439)",ROHINI COLLEGE OF ENGINEERING AND TECHNOLOGY (Id: C-48273),Affiliated College,Tamil Nadu,Tirunelveli,,,,,
1366,"Anna University, Chennai (Id: U-0439)",Rrase College of Engineering (Id: C-16622),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1367,"Anna University, Chennai (Id: U-0439)",RVS College of Computer Application (Id: C-36973),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1368,"Anna University, Chennai (Id: U-0439)",RVS College of Engineering and Technology (Id: C-36938),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1369,"Anna University, Chennai (Id: U-0439)",R.V.S. College of Engineering and Technology," Dindigul (Id: C-26791)""",Affiliated College,Tamil Nadu,Dindigul,,,,
1370,"Anna University, Chennai (Id: U-0439)",RVS Educational Trust's Group of Institutions (Id: C-37001),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1371,"Anna University, Chennai (Id: U-0439)",RVS Institute of Management Studies (Id: C-37086),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1372,"Anna University, Chennai (Id: U-0439)",RVS - KVK Institute of Business Management (Id: C-25055),Affiliated College,Tamil Nadu,Perambalur,,,,,
1373,"Anna University, Chennai (Id: U-0439)",RVS - KVK School of Architecture (New) (Id: C-25068),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,,
1374,"Anna University, Chennai (Id: U-0439)",RVS PADMAVATHY SCHOOL OF ARCHITECTURE (Id: C-48251),Affiliated College,Tamil Nadu,Chennai,,,,,
1375,"Anna University, Chennai (Id: U-0439)",R.V.S. School of Architecture (Id: C-37082),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1376,"Anna University, Chennai (Id: U-0439)",RVS School of Business Management," Dindigul (Id: C-26788)""",Affiliated College,Tamil Nadu,Dindigul,,,,
1377,"Anna University, Chennai (Id: U-0439)",RVS School of Computer Applications," Dindigul (Id: C-26790)""",Affiliated College,Tamil Nadu,Dindigul,,,,
1378,"Anna University, Chennai (Id: U-0439)",RVS School of Engineering and Technology," Dindigul (Id: C-26787)""",Affiliated College,Tamil Nadu,Dindigul,,,,
1379,"Anna University, Chennai (Id: U-0439)",RVS Schoool of Architecture," Dindigul (Id: C-26779)""",Affiliated College,Tamil Nadu,Dindigul,,,,
1380,"Anna University, Chennai (Id: U-0439)",SACS MAVMM Engineering College," Madurai (Id: C-26792)""",Affiliated College,Tamil Nadu,Madurai,,,,
1381,"Anna University, Chennai (Id: U-0439)",S.A Engineering College (Id: C-16463),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1382,"Anna University, Chennai (Id: U-0439)",Sakthi Engineering College (Id: C-16493),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1383,"Anna University, Chennai (Id: U-0439)",Sakthi Institute of Information and Management Studies (Id: C-37067),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1384,"Anna University, Chennai (Id: U-0439)",Sakthi Mariamman Engineering College (Id: C-16555),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1385,"Anna University, Chennai (Id: U-0439)",Salem College of Engineering and Technology (Id: C-37023),Affiliated College,Tamil Nadu,Salem,,,,,
1386,"Anna University, Chennai (Id: U-0439)",Sams College of Engineering and Technology (Id: C-16510),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1387,"Anna University, Chennai (Id: U-0439)",SAN International Business School (Id: C-37102),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1388,"Anna University, Chennai (Id: U-0439)",SAN International Info School (Id: C-37081),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1389,"Anna University, Chennai (Id: U-0439)",Sapthagiri College of Engineering (Id: C-36979),Affiliated College,Tamil Nadu,Dharmapuri,,,,,
1390,"Anna University, Chennai (Id: U-0439)",Saranathan College of Engineering (Id: C-25006),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,,
1391,"Anna University, Chennai (Id: U-0439)",Saraswathi Velu College of Engineering (Id: C-16522),Affiliated College,Tamil Nadu,Vellore,,,,,
1392,"Anna University, Chennai (Id: U-0439)",Saraswathy College of Engineering and Technology (Id: C-16538),Affiliated College,Tamil Nadu,Viluppuram,,,,,
1393,"Anna University, Chennai (Id: U-0439)",Sardar Raja College of Engineerings (Id: C-27030),Affiliated College,Tamil Nadu,Tirunelveli,,,,,
1394,"Anna University, Chennai (Id: U-0439)",SASI CREATIVE SCHOOL OF ARCHITECTURE (Id: C-48260),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1395,"Anna University, Chennai (Id: U-0439)",Sasi Creative School of Business (Id: C-37066),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1396,"Anna University, Chennai (Id: U-0439)",Sasurie Academy of Engineering (Id: C-36977),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1397,"Anna University, Chennai (Id: U-0439)",Sasurie College of Engineering (Id: C-36935),Affiliated College,Tamil Nadu,Tiruppur,,,,,
1398,"Anna University, Chennai (Id: U-0439)",Satyam College of Engineering and Technology (Id: C-27096),Affiliated College,Tamil Nadu,Kanniyakumari,,,,,
1399,"Anna University, Chennai (Id: U-0439)",Saveetha Engineering College (Id: C-16590),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1400,"Anna University, Chennai (Id: U-0439)",SBM College of Engineering and Technology," Dindigul (Id: C-26796)""",Affiliated College,Tamil Nadu,Dindigul,,,,
1401,"Anna University, Chennai (Id: U-0439)",SCAD College of Engineering and Technology (Id: C-27048),Affiliated College,Tamil Nadu,Tirunelveli,,,,,
1402,"Anna University, Chennai (Id: U-0439)",Scad Engineering College (Id: C-27056),Affiliated College,Tamil Nadu,Tirunelveli,,,,,
1403,"Anna University, Chennai (Id: U-0439)",SCAD INSTITUTE OF TECHNOLOGY (Id: C-48261),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1404,"Anna University, Chennai (Id: U-0439)",School of Architecture & Planning Campus (Id: C-25073),Constituent / University College,Tamil Nadu,Chennai,,,,,
1405,"Anna University, Chennai (Id: U-0439)",Selvam College of Technology (Id: C-37068),Affiliated College,Tamil Nadu,Namakkal,,,,,
1406,"Anna University, Chennai (Id: U-0439)",Sembodai Rukmani Varatharajan Engineering College (Id: C-24998),Affiliated College,Tamil Nadu,Nagapattinam,,,,,
1407,"Anna University, Chennai (Id: U-0439)",Sengunthar B-School for Women (Id: C-36992),Affiliated College,Tamil Nadu,Namakkal,,,,,
1408,"Anna University, Chennai (Id: U-0439)",Sengunthar College of Engineering (Id: C-36945),Affiliated College,Tamil Nadu,Namakkal,,,,,
1409,"Anna University, Chennai (Id: U-0439)",Sengunthar Engineering College (Id: C-36966),Affiliated College,Tamil Nadu,Namakkal,,,,,
1410,"Anna University, Chennai (Id: U-0439)",Sethu Institute of Technology (Id: C-27064),Affiliated College,Tamil Nadu,Virudhunagar,,,,,
1411,"Anna University, Chennai (Id: U-0439)",Shanmuganathan Engineering College (Id: C-25059),Affiliated College,Tamil Nadu,Pudukkottai,,,,,
1412,"Anna University, Chennai (Id: U-0439)",Shivani Engineering College (Id: C-25030),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,,
1413,"Anna University, Chennai (Id: U-0439)",Shivani Institute of Technology (Id: C-25025),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,,
1414,"Anna University, Chennai (Id: U-0439)",Shivani School of Business Management (Id: C-29110),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,,
1415,"Anna University, Chennai (Id: U-0439)",Shree Motilal Kanhaiyalal Fomra Institute of Technology (Id: C-16508),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1416,"Anna University, Chennai (Id: U-0439)",Shreenivasa Engineering College (Id: C-36976),Affiliated College,Tamil Nadu,Dharmapuri,,,,,
1417,"Anna University, Chennai (Id: U-0439)",SHREE SATHYAM COLLEGE OF ENGINEERING AND TECHNOLOGY," SALEM (Id: C-45302)""",Affiliated College,Tamil Nadu,Salem,,,,
1418,"Anna University, Chennai (Id: U-0439)",Shree Venkateshwara Hi-Tech Engineering College (Id: C-37087),Affiliated College,Tamil Nadu,Erode,,,,,
1419,"Anna University, Chennai (Id: U-0439)",Shri Andal Alagar College of Engineering (Id: C-16464),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1420,"Anna University, Chennai (Id: U-0439)",Shri Angalamman College of Engineering and Technology (Id: C-25051),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,,
1421,"Anna University, Chennai (Id: U-0439)",Shri Sapthagiri Institute of Technology (Id: C-16502),Affiliated College,Tamil Nadu,Vellore,,,,,
1422,"Anna University, Chennai (Id: U-0439)",SIGMA COLLEGE OF ARCHITECTURE (Id: C-48274),Affiliated College,Tamil Nadu,Tirunelveli,,,,,
1423,"Anna University, Chennai (Id: U-0439)",Sir Isaac Newton College of Engineering and Technology (New) (Id: C-25002),Affiliated College,Tamil Nadu,Nagapattinam,,,,,
1424,"Anna University, Chennai (Id: U-0439)",Sivaji College of Engineering and Technology (Id: C-27049),Affiliated College,Tamil Nadu,Kanniyakumari,,,,,
1425,"Anna University, Chennai (Id: U-0439)",SKANDHA SCHOOL OF ARCHITECTURE," NAMAKKAL (Id: C-45298)""",Affiliated College,Tamil Nadu,Namakkal,,,,
1426,"Anna University, Chennai (Id: U-0439)",S.K.P Engineering College (Id: C-16459),Affiliated College,Tamil Nadu,Tiruvannamalai,,,,,
1427,"Anna University, Chennai (Id: U-0439)",S.K.P. Institute of Technology (Id: C-16524),Affiliated College,Tamil Nadu,Tiruvannamalai,,,,,
1428,"Anna University, Chennai (Id: U-0439)",S.K.R Engineering College (Id: C-16593),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1429,"Anna University, Chennai (Id: U-0439)",SMR East Coast College of Engineering and Technology (New) (Id: C-24982),Affiliated College,Tamil Nadu,Thanjavur,,,,,
1430,"Anna University, Chennai (Id: U-0439)",SNS College of Engineering (Id: C-37036),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1431,"Anna University, Chennai (Id: U-0439)",SNS College of Technology (Id: C-36947),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1432,"Anna University, Chennai (Id: U-0439)",SNT Global Academy of Management Studies and Technology (Id: C-36964),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1433,"Anna University, Chennai (Id: U-0439)",Sona College of Technology (Id: C-37028),Affiliated College,Tamil Nadu,Salem,,,,,
1434,"Anna University, Chennai (Id: U-0439)",Sree Krishna College of Engineering (Id: C-16501),Affiliated College,Tamil Nadu,Vellore,,,,,
1435,"Anna University, Chennai (Id: U-0439)",Sree Narayana Guru Institute of Management Studies (Id: C-37085),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1436,"Anna University, Chennai (Id: U-0439)",Sree Sakthi Engineering College (Id: C-36956),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1437,"Anna University, Chennai (Id: U-0439)",Sree Sastha College of Engineering (Id: C-16542),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1438,"Anna University, Chennai (Id: U-0439)",Sree Sastha Institute of Engineering and Technology (Id: C-16491),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1439,"Anna University, Chennai (Id: U-0439)",Sree Sowdambika College of Engineering (Id: C-27095),Affiliated College,Tamil Nadu,Tirunelveli,,,,,
1440,"Anna University, Chennai (Id: U-0439)",SRG Engineering College (Id: C-37091),Affiliated College,Tamil Nadu,Namakkal,,,,,
1441,"Anna University, Chennai (Id: U-0439)",Sri Aravindar Engineering College (Id: C-16601),Affiliated College,Tamil Nadu,Viluppuram,,,,,
1442,"Anna University, Chennai (Id: U-0439)",Sri Balaji Chockalingam Engineering College (Id: C-16460),Affiliated College,Tamil Nadu,Tiruvannamalai,,,,,
1443,"Anna University, Chennai (Id: U-0439)",Sri Bharathi Engineering College for Women (Id: C-25017),Affiliated College,Tamil Nadu,Pudukkottai,,,,,
1444,"Anna University, Chennai (Id: U-0439)",S.R.I. College of Engineering & Technology (Id: C-16612),Affiliated College,Tamil Nadu,Tiruvannamalai,,,,,
1445,"Anna University, Chennai (Id: U-0439)",Sri Eshwar College of Engineering (Id: C-37057),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1446,"Anna University, Chennai (Id: U-0439)",Sri Ganesh School of Business management (Id: C-37062),Affiliated College,Tamil Nadu,Salem,,,,,
1447,"Anna University, Chennai (Id: U-0439)",Sriguru Institute Of Technology (Id: C-36994),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1448,"Anna University, Chennai (Id: U-0439)",Sri Krishna College of Engineering (Id: C-16603),Affiliated College,Tamil Nadu,Vellore,,,,,
1449,"Anna University, Chennai (Id: U-0439)",Sri Krishna College of Engineering and Technology (Id: C-36995),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1450,"Anna University, Chennai (Id: U-0439)",Sri Krishna College of Technology (Id: C-37064),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1451,"Anna University, Chennai (Id: U-0439)",Sri Krishna Engineering College (Id: C-16597),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1452,"Anna University, Chennai (Id: U-0439)",Sri Krishna Institute of Management (Id: C-37008),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1453,"Anna University, Chennai (Id: U-0439)",Sri Krishna Institute of Technology (Id: C-16499),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1454,"Anna University, Chennai (Id: U-0439)",Sri Lakshmi Ammal Engineering College (Id: C-16573),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1455,"Anna University, Chennai (Id: U-0439)",Sri Muthukumaran Institute of Technology (Id: C-16531),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1456,"Anna University, Chennai (Id: U-0439)",Sri Nandhanam College of Engineering and Technology (Id: C-16564),Affiliated College,Tamil Nadu,Vellore,,,,,
1457,"Anna University, Chennai (Id: U-0439)",Srinivasa Institute of Engineering and Technology (Id: C-16594),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1458,"Anna University, Chennai (Id: U-0439)",Srinivasan Engineering College (Id: C-24995),Affiliated College,Tamil Nadu,Perambalur,,,,,
1459,"Anna University, Chennai (Id: U-0439)",Sri Raaja Raajan College of Engineering and Technology," Karaikudi (Id: C-26804)""",Affiliated College,Tamil Nadu,Sivaganga,,,,
1460,"Anna University, Chennai (Id: U-0439)",SRI RAMAKRISHNA COLLEGE OF ENGINEERING (Id: C-48280),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,,
1461,"Anna University, Chennai (Id: U-0439)",Sri Ramakrishna Engineering College (Id: C-37089),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1462,"Anna University, Chennai (Id: U-0439)",Sri Ramakrishna Institute of Technology (Id: C-37032),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1463,"Anna University, Chennai (Id: U-0439)",Sri Ramana Maharishi College of Engineering (Id: C-16492),Affiliated College,Tamil Nadu,Tiruvannamalai,,,,,
1464,"Anna University, Chennai (Id: U-0439)",Sri Ramanathan Engineering College (Id: C-37077),Affiliated College,Tamil Nadu,Tiruppur,,,,,
1465,"Anna University, Chennai (Id: U-0439)",Sri Ramanujar Engineering College (Id: C-16583),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1466,"Anna University, Chennai (Id: U-0439)",Sri Ram Engineering College (Id: C-16548),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1467,"Anna University, Chennai (Id: U-0439)",SRI RANGANATHAR INSTITUTE OF ENGINEERING AND TECHNOLOGY," COIMBATORE (Id: C-45288)""",Affiliated College,Tamil Nadu,Coimbatore,,,,
1468,"Anna University, Chennai (Id: U-0439)",Sri Rangapoopathy College of Engineering (Id: C-16606),Affiliated College,Tamil Nadu,Viluppuram,,,,,
1469,"Anna University, Chennai (Id: U-0439)",Sri Sairam Engineering College (Id: C-16547),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1470,"Anna University, Chennai (Id: U-0439)",Sri Sai Ram Institute of Technology (Id: C-16476),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1471,"Anna University, Chennai (Id: U-0439)",Sri Shakthi Institute of Engineering and Technology (Id: C-37080),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1472,"Anna University, Chennai (Id: U-0439)",SRI SHANMUGHA COLLEGE OF ENGINEERING AND TECHNOLOGY," SALEM (Id: C-45303)""",Affiliated College,Tamil Nadu,Salem,,,,
1473,"Anna University, Chennai (Id: U-0439)",Sri Sivasubramaniya Nadar College of Engineering (Id: C-16604),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1474,"Anna University, Chennai (Id: U-0439)",Sri Subramanya College of Engineering and Technology," Palani (Id: C-26815)""",Affiliated College,Tamil Nadu,Dindigul,,,,
1475,"Anna University, Chennai (Id: U-0439)",SRI VENKATESHWARA INSTITUTE OF ENGINEERING," KRISHNAGIRI (Id: C-45293)""",Affiliated College,Tamil Nadu,Krishnagiri,,,,
1476,"Anna University, Chennai (Id: U-0439)",Sri Venkateswaraa College of Technology (Id: C-16526),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1477,"Anna University, Chennai (Id: U-0439)",Sri Venkateswara College of Computer Applications and Management (Id: C-37100),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1478,"Anna University, Chennai (Id: U-0439)",Sri Venkateswara College of Engineering (Id: C-16572),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1479,"Anna University, Chennai (Id: U-0439)",Sri Venkateswara College of Engineering and Technology (Id: C-16504),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1480,"Anna University, Chennai (Id: U-0439)",Sri Venkateswara Institute of Information Technology and Management (Id: C-37024),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1481,"Anna University, Chennai (Id: U-0439)",Sri Venkateswara Institute of Science and Technology (Id: C-16561),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1482,"Anna University, Chennai (Id: U-0439)",Sri Vidya College of Engineering and Technology (Id: C-27059),Affiliated College,Tamil Nadu,Virudhunagar,,,,,
1483,"Anna University, Chennai (Id: U-0439)",SRR Engineering College (Id: C-16552),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1484,"Anna University, Chennai (Id: U-0439)",SRS College of Engineering & Technology (Id: C-36932),Affiliated College,Tamil Nadu,Salem,,,,,
1485,"Anna University, Chennai (Id: U-0439)",SSM College of Engineering (Id: C-37002),Affiliated College,Tamil Nadu,Namakkal,,,,,
